"REF_DATE","GEO","DGUID","Companies","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1992","Canada","2016A000011124","VIA Rail","Transportation services, averages, freight carload","Tonnes","287","units ","0","v20682009","1.4.12","0.0","","","","1"
"1992","Canada","2016A000011124","VIA Rail","Transportation services, averages, empty freight car-kilometres","Percent","239","units ","0","v20682010","1.4.13","0.0","","","","1"
"1992","Canada","2016A000011124","VIA Rail","Transportation services, averages, freight train speed","Kilometres per hour","197","units ","0","v20682011","1.4.14","0.0","","","","1"
"1992","Canada","2016A000011124","Regional railways","Revenue freight, tonnes","Number","223","thousands","3","v20682020","1.5.1","80946","","","","0"
"1992","Canada","2016A000011124","Regional railways","Revenue freight, tonne-kilometres","Number","223","thousands","3","v20682026","1.5.2","22338366","","","","0"
"1992","Canada","2016A000011124","Regional railways","Revenue freight, average haul on each railway","Kilometres","196","units ","0","v20682027","1.5.3","276","","","","0"
"1992","Canada","2016A000011124","Regional railways","Revenue and non-revenue freight, tonnes","Number","223","thousands","3","v20682028","1.5.4","82776","","","","0"
"1992","Canada","2016A000011124","Regional railways","Revenue and non-revenue freight, tonne-kilometres","Number","223","thousands","3","v20682029","1.5.5","22400555","","","","0"
"1992","Canada","2016A000011124","Regional railways","Revenue and non-revenue freight, average haul on each railway","Kilometres","196","units ","0","v20682030","1.5.6","271","","","","0"
"1992","Canada","2016A000011124","Regional railways","Revenue passengers, passengers","Number","223","thousands","3","v20682031","1.5.7","468","","","","0"
"1992","Canada","2016A000011124","Regional railways","Revenue passengers, passenger-kilometres","Number","223","thousands","3","v20682032","1.5.8","84178","","","","0"
"1992","Canada","2016A000011124","Regional railways","Revenue passengers, average passenger journey per ticket","Kilometres","196","units ","0","v20682033","1.5.9","180","","","","0"
"1992","Canada","2016A000011124","Regional railways","Transportation services, averages, cars per freight train","Number","223","units ","0","v20682021","1.5.10","82.8","","","","1"
"1992","Canada","2016A000011124","Regional railways","Transportation services, averages, cars per passenger train","Number","223","units ","0","v20682022","1.5.11","3.1","","","","1"
"1992","Canada","2016A000011124","Regional railways","Transportation services, averages, freight carload","Tonnes","287","units ","0","v20682023","1.5.12","74.0","","","","1"
"1992","Canada","2016A000011124","Regional railways","Transportation services, averages, empty freight car-kilometres","Percent","239","units ","0","v20682024","1.5.13","44.7","","","","1"
"1992","Canada","2016A000011124","Regional railways","Transportation services, averages, freight train speed","Kilometres per hour","197","units ","0","v20682025","1.5.14","23.6","","","","1"
"1993","Canada","2016A000011124","Total companies","Revenue freight, tonnes","Number","223","thousands","3","v20681964","1.1.1","263096","","","","0"
"1993","Canada","2016A000011124","Total companies","Revenue freight, tonne-kilometres","Number","223","thousands","3","v20681970","1.1.2","256134323","","","","0"
"1993","Canada","2016A000011124","Total companies","Revenue freight, average haul on each railway","Kilometres","196","units ","0","v20681971","1.1.3","974","","","","0"
"1993","Canada","2016A000011124","Total companies","Revenue and non-revenue freight, tonnes","Number","223","thousands","3","v20681972","1.1.4","263484","","","","0"
"1993","Canada","2016A000011124","Total companies","Revenue and non-revenue freight, tonne-kilometres","Number","223","thousands","3","v20681973","1.1.5","257804709","","","","0"
"1993","Canada","2016A000011124","Total companies","Revenue and non-revenue freight, average haul on each railway","Kilometres","196","units ","0","v20681974","1.1.6","978","","","","0"
"1993","Canada","2016A000011124","Total companies","Revenue passengers, passengers","Number","223","thousands","3","v20681975","1.1.7","3807","","","","0"
"1993","Canada","2016A000011124","Total companies","Revenue passengers, passenger-kilometres","Number","223","thousands","3","v20681976","1.1.8","1339529","","","","0"
"1993","Canada","2016A000011124","Total companies","Revenue passengers, average passenger journey per ticket","Kilometres","196","units ","0","v20681977","1.1.9","352","","","","0"
"1993","Canada","2016A000011124","Total companies","Transportation services, averages, cars per freight train","Number","223","units ","0","v20681965","1.1.10","64.5","","","","1"
"1993","Canada","2016A000011124","Total companies","Transportation services, averages, cars per passenger train","Number","223","units ","0","v20681966","1.1.11","5.3","","","","1"
"1993","Canada","2016A000011124","Total companies","Transportation services, averages, freight carload","Tonnes","287","units ","0","v20681967","1.1.12","57.7","","","","1"
"1993","Canada","2016A000011124","Total companies","Transportation services, averages, empty freight car-kilometres","Percent","239","units ","0","v20681968","1.1.13","38.5","","","","1"
"1993","Canada","2016A000011124","Total companies","Transportation services, averages, freight train speed","Kilometres per hour","197","units ","0","v20681969","1.1.14","40.5","","","","1"
"1993","Canada","2016A000011124","Canadian National","Revenue freight, tonnes","Number","223","thousands","3","v20681978","1.2.1","105004","","","","0"
"1993","Canada","2016A000011124","Canadian National","Revenue freight, tonne-kilometres","Number","223","thousands","3","v20681984","1.2.2","135828381","","","","0"
"1993","Canada","2016A000011124","Canadian National","Revenue freight, average haul on each railway","Kilometres","196","units ","0","v20681985","1.2.3","1294","","","","0"
"1993","Canada","2016A000011124","Canadian National","Revenue and non-revenue freight, tonnes","Number","223","thousands","3","v20681986","1.2.4","105714","","","","0"
"1993","Canada","2016A000011124","Canadian National","Revenue and non-revenue freight, tonne-kilometres","Number","223","thousands","3","v20681987","1.2.5","136056640","","","","0"
"1993","Canada","2016A000011124","Canadian National","Revenue and non-revenue freight, average haul on each railway","Kilometres","196","units ","0","v20681988","1.2.6","1287","","","","0"
"1993","Canada","2016A000011124","Canadian National","Revenue passengers, passengers","Number","223","thousands","3","v20681989","1.2.7","0","","","","0"
"1993","Canada","2016A000011124","Canadian National","Revenue passengers, passenger-kilometres","Number","223","thousands","3","v20681990","1.2.8","0","","","","0"
"1993","Canada","2016A000011124","Canadian National","Revenue passengers, average passenger journey per ticket","Kilometres","196","units ","0","v20681991","1.2.9","0","","","","0"
"1993","Canada","2016A000011124","Canadian National","Transportation services, averages, cars per freight train","Number","223","units ","0","v20681979","1.2.10","68.0","","","","1"
"1993","Canada","2016A000011124","Canadian National","Transportation services, averages, cars per passenger train","Number","223","units ","0","v20681980","1.2.11","0.0","","","","1"
"1993","Canada","2016A000011124","Canadian National","Transportation services, averages, freight carload","Tonnes","287","units ","0","v20681981","1.2.12","52.3","","","","1"
"1993","Canada","2016A000011124","Canadian National","Transportation services, averages, empty freight car-kilometres","Percent","239","units ","0","v20681982","1.2.13","37.1","","","","1"
"1993","Canada","2016A000011124","Canadian National","Transportation services, averages, freight train speed","Kilometres per hour","197","units ","0","v20681983","1.2.14","40.8","","","","1"
"1993","Canada","2016A000011124","Canadian Pacific","Revenue freight, tonnes","Number","223","thousands","3","v20681992","1.3.1","80114","","","","0"
"1993","Canada","2016A000011124","Canadian Pacific","Revenue freight, tonne-kilometres","Number","223","thousands","3","v20681998","1.3.2","98649896","","","","0"
"1993","Canada","2016A000011124","Canadian Pacific","Revenue freight, average haul on each railway","Kilometres","196","units ","0","v20681999","1.3.3","1231","","","","0"
"1993","Canada","2016A000011124","Canadian Pacific","Revenue and non-revenue freight, tonnes","Number","223","thousands","3","v20682000","1.3.4","82192","","","","0"
"1993","Canada","2016A000011124","Canadian Pacific","Revenue and non-revenue freight, tonne-kilometres","Number","223","thousands","3","v20682001","1.3.5","99837112","","","","0"
"1993","Canada","2016A000011124","Canadian Pacific","Revenue and non-revenue freight, average haul on each railway","Kilometres","196","units ","0","v20682002","1.3.6","1215","","","","0"
"1993","Canada","2016A000011124","Canadian Pacific","Revenue passengers, passengers","Number","223","thousands","3","v20682003","1.3.7","0","","","","0"
"1993","Canada","2016A000011124","Canadian Pacific","Revenue passengers, passenger-kilometres","Number","223","thousands","3","v20682004","1.3.8","0","","","","0"
"1993","Canada","2016A000011124","Canadian Pacific","Revenue passengers, average passenger journey per ticket","Kilometres","196","units ","0","v20682005","1.3.9","0","","","","0"
"1993","Canada","2016A000011124","Canadian Pacific","Transportation services, averages, cars per freight train","Number","223","units ","0","v20681993","1.3.10","57.6","","","","1"
"1993","Canada","2016A000011124","Canadian Pacific","Transportation services, averages, cars per passenger train","Number","223","units ","0","v20681994","1.3.11","0.0","","","","1"
"1993","Canada","2016A000011124","Canadian Pacific","Transportation services, averages, freight carload","Tonnes","287","units ","0","v20681995","1.3.12","62.9","","","","1"
"1993","Canada","2016A000011124","Canadian Pacific","Transportation services, averages, empty freight car-kilometres","Percent","239","units ","0","v20681996","1.3.13","39.3","","","","1"
"1993","Canada","2016A000011124","Canadian Pacific","Transportation services, averages, freight train speed","Kilometres per hour","197","units ","0","v20681997","1.3.14","44.2","","","","1"
"1993","Canada","2016A000011124","VIA Rail","Revenue freight, tonnes","Number","223","thousands","3","v20682006","1.4.1","0","","","","0"
"1993","Canada","2016A000011124","VIA Rail","Revenue freight, tonne-kilometres","Number","223","thousands","3","v20682012","1.4.2","0","","","","0"
"1993","Canada","2016A000011124","VIA Rail","Revenue freight, average haul on each railway","Kilometres","196","units ","0","v20682013","1.4.3","0","","","","0"
"1993","Canada","2016A000011124","VIA Rail","Revenue and non-revenue freight, tonnes","Number","223","thousands","3","v20682014","1.4.4","0","","","","0"
"1993","Canada","2016A000011124","VIA Rail","Revenue and non-revenue freight, tonne-kilometres","Number","223","thousands","3","v20682015","1.4.5","0","","","","0"
"1993","Canada","2016A000011124","VIA Rail","Revenue and non-revenue freight, average haul on each railway","Kilometres","196","units ","0","v20682016","1.4.6","0","","","","0"
"1993","Canada","2016A000011124","VIA Rail","Revenue passengers, passengers","Number","223","thousands","3","v20682017","1.4.7","3402","","","","0"
"1993","Canada","2016A000011124","VIA Rail","Revenue passengers, passenger-kilometres","Number","223","thousands","3","v20682018","1.4.8","1256898","","","","0"
"1993","Canada","2016A000011124","VIA Rail","Revenue passengers, average passenger journey per ticket","Kilometres","196","units ","0","v20682019","1.4.9","369","","","","0"
"1993","Canada","2016A000011124","VIA Rail","Transportation services, averages, cars per freight train","Number","223","units ","0","v20682007","1.4.10","0.0","","","","1"
"1993","Canada","2016A000011124","VIA Rail","Transportation services, averages, cars per passenger train","Number","223","units ","0","v20682008","1.4.11","5.5","","","","1"
"1993","Canada","2016A000011124","VIA Rail","Transportation services, averages, freight carload","Tonnes","287","units ","0","v20682009","1.4.12","0.0","","","","1"
"1993","Canada","2016A000011124","VIA Rail","Transportation services, averages, empty freight car-kilometres","Percent","239","units ","0","v20682010","1.4.13","0.0","","","","1"
"1993","Canada","2016A000011124","VIA Rail","Transportation services, averages, freight train speed","Kilometres per hour","197","units ","0","v20682011","1.4.14","0.0","","","","1"
"1993","Canada","2016A000011124","Regional railways","Revenue freight, tonnes","Number","223","thousands","3","v20682020","1.5.1","77977","","","","0"
"1993","Canada","2016A000011124","Regional railways","Revenue freight, tonne-kilometres","Number","223","thousands","3","v20682026","1.5.2","21656045","","","","0"
"1993","Canada","2016A000011124","Regional railways","Revenue freight, average haul on each railway","Kilometres","196","units ","0","v20682027","1.5.3","278","","","","0"
"1993","Canada","2016A000011124","Regional railways","Revenue and non-revenue freight, tonnes","Number","223","thousands","3","v20682028","1.5.4","75578","","","","0"
"1993","Canada","2016A000011124","Regional railways","Revenue and non-revenue freight, tonne-kilometres","Number","223","thousands","3","v20682029","1.5.5","21910957","","","","0"
"1993","Canada","2016A000011124","Regional railways","Revenue and non-revenue freight, average haul on each railway","Kilometres","196","units ","0","v20682030","1.5.6","290","","","","0"
"1993","Canada","2016A000011124","Regional railways","Revenue passengers, passengers","Number","223","thousands","3","v20682031","1.5.7","405","","","","0"
"1993","Canada","2016A000011124","Regional railways","Revenue passengers, passenger-kilometres","Number","223","thousands","3","v20682032","1.5.8","82631","","","","0"
"1993","Canada","2016A000011124","Regional railways","Revenue passengers, average passenger journey per ticket","Kilometres","196","units ","0","v20682033","1.5.9","204","","","","0"
"1993","Canada","2016A000011124","Regional railways","Transportation services, averages, cars per freight train","Number","223","units ","0","v20682021","1.5.10","80.3","","","","1"
"1993","Canada","2016A000011124","Regional railways","Transportation services, averages, cars per passenger train","Number","223","units ","0","v20682022","1.5.11","3.4","","","","1"
"1993","Canada","2016A000011124","Regional railways","Transportation services, averages, freight carload","Tonnes","287","units ","0","v20682023","1.5.12","77.4","","","","1"
"1993","Canada","2016A000011124","Regional railways","Transportation services, averages, empty freight car-kilometres","Percent","239","units ","0","v20682024","1.5.13","45.3","","","","1"
"1993","Canada","2016A000011124","Regional railways","Transportation services, averages, freight train speed","Kilometres per hour","197","units ","0","v20682025","1.5.14","24.2","","","","1"
"1994","Canada","2016A000011124","Total companies","Revenue freight, tonnes","Number","223","thousands","3","v20681964","1.1.1","296874","","","","0"
"1994","Canada","2016A000011124","Total companies","Revenue freight, tonne-kilometres","Number","223","thousands","3","v20681970","1.1.2","287827206","","","","0"
"1994","Canada","2016A000011124","Total companies","Revenue freight, average haul on each railway","Kilometres","196","units ","0","v20681971","1.1.3","970","","","","0"
"1994","Canada","2016A000011124","Total companies","Revenue and non-revenue freight, tonnes","Number","223","thousands","3","v20681972","1.1.4","301947","","","","0"
"1994","Canada","2016A000011124","Total companies","Revenue and non-revenue freight, tonne-kilometres","Number","223","thousands","3","v20681973","1.1.5","289529569","","","","0"
"1994","Canada","2016A000011124","Total companies","Revenue and non-revenue freight, average haul on each railway","Kilometres","196","units ","0","v20681974","1.1.6","959","","","","0"
"1994","Canada","2016A000011124","Total companies","Revenue passengers, passengers","Number","223","thousands","3","v20681975","1.1.7","3854","","","","0"
"1994","Canada","2016A000011124","Total companies","Revenue passengers, passenger-kilometres","Number","223","thousands","3","v20681976","1.1.8","1362779","","","","0"
"1994","Canada","2016A000011124","Total companies","Revenue passengers, average passenger journey per ticket","Kilometres","196","units ","0","v20681977","1.1.9","354","","","","0"
"1994","Canada","2016A000011124","Total companies","Transportation services, averages, cars per freight train","Number","223","units ","0","v20681965","1.1.10","63.0","","","","1"
"1994","Canada","2016A000011124","Total companies","Transportation services, averages, cars per passenger train","Number","223","units ","0","v20681966","1.1.11","5.3","","","","1"
"1994","Canada","2016A000011124","Total companies","Transportation services, averages, freight carload","Tonnes","287","units ","0","v20681967","1.1.12","61.0","","","","1"
"1994","Canada","2016A000011124","Total companies","Transportation services, averages, empty freight car-kilometres","Percent","239","units ","0","v20681968","1.1.13","39.0","","","","1"
"1994","Canada","2016A000011124","Total companies","Transportation services, averages, freight train speed","Kilometres per hour","197","units ","0","v20681969","1.1.14","38.5","","","","1"
"1994","Canada","2016A000011124","Canadian National","Revenue freight, tonnes","Number","223","thousands","3","v20681978","1.2.1","115917","","","","0"
"1994","Canada","2016A000011124","Canadian National","Revenue freight, tonne-kilometres","Number","223","thousands","3","v20681984","1.2.2","148501220","","","","0"
"1994","Canada","2016A000011124","Canadian National","Revenue freight, average haul on each railway","Kilometres","196","units ","0","v20681985","1.2.3","1281","","","","0"
"1994","Canada","2016A000011124","Canadian National","Revenue and non-revenue freight, tonnes","Number","223","thousands","3","v20681986","1.2.4","116484","","","","0"
"1994","Canada","2016A000011124","Canadian National","Revenue and non-revenue freight, tonne-kilometres","Number","223","thousands","3","v20681987","1.2.5","148683572","","","","0"
"1994","Canada","2016A000011124","Canadian National","Revenue and non-revenue freight, average haul on each railway","Kilometres","196","units ","0","v20681988","1.2.6","1276","","","","0"
"1994","Canada","2016A000011124","Canadian National","Revenue passengers, passengers","Number","223","thousands","3","v20681989","1.2.7","0","","","","0"
"1994","Canada","2016A000011124","Canadian National","Revenue passengers, passenger-kilometres","Number","223","thousands","3","v20681990","1.2.8","0","","","","0"
"1994","Canada","2016A000011124","Canadian National","Revenue passengers, average passenger journey per ticket","Kilometres","196","units ","0","v20681991","1.2.9","0","","","","0"
"1994","Canada","2016A000011124","Canadian National","Transportation services, averages, cars per freight train","Number","223","units ","0","v20681979","1.2.10","63.5","","","","1"
"1994","Canada","2016A000011124","Canadian National","Transportation services, averages, cars per passenger train","Number","223","units ","0","v20681980","1.2.11","0.0","","","","1"
"1994","Canada","2016A000011124","Canadian National","Transportation services, averages, freight carload","Tonnes","287","units ","0","v20681981","1.2.12","54.6","","","","1"
"1994","Canada","2016A000011124","Canadian National","Transportation services, averages, empty freight car-kilometres","Percent","239","units ","0","v20681982","1.2.13","37.0","","","","1"
"1994","Canada","2016A000011124","Canadian National","Transportation services, averages, freight train speed","Kilometres per hour","197","units ","0","v20681983","1.2.14","39.1","","","","1"
"1994","Canada","2016A000011124","Canadian Pacific","Revenue freight, tonnes","Number","223","thousands","3","v20681992","1.3.1","92098","","","","0"
"1994","Canada","2016A000011124","Canadian Pacific","Revenue freight, tonne-kilometres","Number","223","thousands","3","v20681998","1.3.2","114354349","","","","0"
"1994","Canada","2016A000011124","Canadian Pacific","Revenue freight, average haul on each railway","Kilometres","196","units ","0","v20681999","1.3.3","1242","","","","0"
"1994","Canada","2016A000011124","Canadian Pacific","Revenue and non-revenue freight, tonnes","Number","223","thousands","3","v20682000","1.3.4","94449","","","","0"
"1994","Canada","2016A000011124","Canadian Pacific","Revenue and non-revenue freight, tonne-kilometres","Number","223","thousands","3","v20682001","1.3.5","115697946","","","","0"
"1994","Canada","2016A000011124","Canadian Pacific","Revenue and non-revenue freight, average haul on each railway","Kilometres","196","units ","0","v20682002","1.3.6","1225","","","","0"
"1994","Canada","2016A000011124","Canadian Pacific","Revenue passengers, passengers","Number","223","thousands","3","v20682003","1.3.7","0","","","","0"
"1994","Canada","2016A000011124","Canadian Pacific","Revenue passengers, passenger-kilometres","Number","223","thousands","3","v20682004","1.3.8","0","","","","0"
"1994","Canada","2016A000011124","Canadian Pacific","Revenue passengers, average passenger journey per ticket","Kilometres","196","units ","0","v20682005","1.3.9","0","","","","0"
"1994","Canada","2016A000011124","Canadian Pacific","Transportation services, averages, cars per freight train","Number","223","units ","0","v20681993","1.3.10","60.6","","","","1"
"1994","Canada","2016A000011124","Canadian Pacific","Transportation services, averages, cars per passenger train","Number","223","units ","0","v20681994","1.3.11","0.0","","","","1"
"1994","Canada","2016A000011124","Canadian Pacific","Transportation services, averages, freight carload","Tonnes","287","units ","0","v20681995","1.3.12","67.0","","","","1"
"1994","Canada","2016A000011124","Canadian Pacific","Transportation services, averages, empty freight car-kilometres","Percent","239","units ","0","v20681996","1.3.13","40.6","","","","1"
"1994","Canada","2016A000011124","Canadian Pacific","Transportation services, averages, freight train speed","Kilometres per hour","197","units ","0","v20681997","1.3.14","41.4","","","","1"
"1994","Canada","2016A000011124","VIA Rail","Revenue freight, tonnes","Number","223","thousands","3","v20682006","1.4.1","0","","","","0"
"1994","Canada","2016A000011124","VIA Rail","Revenue freight, tonne-kilometres","Number","223","thousands","3","v20682012","1.4.2","0","","","","0"
"1994","Canada","2016A000011124","VIA Rail","Revenue freight, average haul on each railway","Kilometres","196","units ","0","v20682013","1.4.3","0","","","","0"
"1994","Canada","2016A000011124","VIA Rail","Revenue and non-revenue freight, tonnes","Number","223","thousands","3","v20682014","1.4.4","0","","","","0"
"1994","Canada","2016A000011124","VIA Rail","Revenue and non-revenue freight, tonne-kilometres","Number","223","thousands","3","v20682015","1.4.5","0","","","","0"
"1994","Canada","2016A000011124","VIA Rail","Revenue and non-revenue freight, average haul on each railway","Kilometres","196","units ","0","v20682016","1.4.6","0","","","","0"
"1994","Canada","2016A000011124","VIA Rail","Revenue passengers, passengers","Number","223","thousands","3","v20682017","1.4.7","3412","","","","0"
"1994","Canada","2016A000011124","VIA Rail","Revenue passengers, passenger-kilometres","Number","223","thousands","3","v20682018","1.4.8","1277819","","","","0"
"1994","Canada","2016A000011124","VIA Rail","Revenue passengers, average passenger journey per ticket","Kilometres","196","units ","0","v20682019","1.4.9","375","","","","0"
"1994","Canada","2016A000011124","VIA Rail","Transportation services, averages, cars per freight train","Number","223","units ","0","v20682007","1.4.10","0.0","","","","1"
"1994","Canada","2016A000011124","VIA Rail","Transportation services, averages, cars per passenger train","Number","223","units ","0","v20682008","1.4.11","5.6","","","","1"
"1994","Canada","2016A000011124","VIA Rail","Transportation services, averages, freight carload","Tonnes","287","units ","0","v20682009","1.4.12","0.0","","","","1"
"1994","Canada","2016A000011124","VIA Rail","Transportation services, averages, empty freight car-kilometres","Percent","239","units ","0","v20682010","1.4.13","0.0","","","","1"
"1994","Canada","2016A000011124","VIA Rail","Transportation services, averages, freight train speed","Kilometres per hour","197","units ","0","v20682011","1.4.14","0.0","","","","1"
"1994","Canada","2016A000011124","Regional railways","Revenue freight, tonnes","Number","223","thousands","3","v20682020","1.5.1","88859","","","","0"
"1994","Canada","2016A000011124","Regional railways","Revenue freight, tonne-kilometres","Number","223","thousands","3","v20682026","1.5.2","24971637","","","","0"
"1994","Canada","2016A000011124","Regional railways","Revenue freight, average haul on each railway","Kilometres","196","units ","0","v20682027","1.5.3","281","","","","0"
"1994","Canada","2016A000011124","Regional railways","Revenue and non-revenue freight, tonnes","Number","223","thousands","3","v20682028","1.5.4","91013","","","","0"
"1994","Canada","2016A000011124","Regional railways","Revenue and non-revenue freight, tonne-kilometres","Number","223","thousands","3","v20682029","1.5.5","25148052","","","","0"
"1994","Canada","2016A000011124","Regional railways","Revenue and non-revenue freight, average haul on each railway","Kilometres","196","units ","0","v20682030","1.5.6","276","","","","0"
"1994","Canada","2016A000011124","Regional railways","Revenue passengers, passengers","Number","223","thousands","3","v20682031","1.5.7","442","","","","0"
"1994","Canada","2016A000011124","Regional railways","Revenue passengers, passenger-kilometres","Number","223","thousands","3","v20682032","1.5.8","84960","","","","0"
"1994","Canada","2016A000011124","Regional railways","Revenue passengers, average passenger journey per ticket","Kilometres","196","units ","0","v20682033","1.5.9","192","","","","0"
"1994","Canada","2016A000011124","Regional railways","Transportation services, averages, cars per freight train","Number","223","units ","0","v20682021","1.5.10","74.5","","","","1"
"1994","Canada","2016A000011124","Regional railways","Transportation services, averages, cars per passenger train","Number","223","units ","0","v20682022","1.5.11","2.8","","","","1"
"1994","Canada","2016A000011124","Regional railways","Transportation services, averages, freight carload","Tonnes","287","units ","0","v20682023","1.5.12","84.3","","","","1"
"1994","Canada","2016A000011124","Regional railways","Transportation services, averages, empty freight car-kilometres","Percent","239","units ","0","v20682024","1.5.13","45.5","","","","1"
"1994","Canada","2016A000011124","Regional railways","Transportation services, averages, freight train speed","Kilometres per hour","197","units ","0","v20682025","1.5.14","23.7","","","","1"
"1995","Canada","2016A000011124","Total companies","Revenue freight, tonnes","Number","223","thousands","3","v20681964","1.1.1","300730","","","","0"
"1995","Canada","2016A000011124","Total companies","Revenue freight, tonne-kilometres","Number","223","thousands","3","v20681970","1.1.2","280476893","","","","0"
"1995","Canada","2016A000011124","Total companies","Revenue freight, average haul on each railway","Kilometres","196","units ","0","v20681971","1.1.3","933","","","","0"
"1995","Canada","2016A000011124","Total companies","Revenue and non-revenue freight, tonnes","Number","223","thousands","3","v20681972","1.1.4","305284","","","","0"
"1995","Canada","2016A000011124","Total companies","Revenue and non-revenue freight, tonne-kilometres","Number","223","thousands","3","v20681973","1.1.5","282448979","","","","0"
"1995","Canada","2016A000011124","Total companies","Revenue and non-revenue freight, average haul on each railway","Kilometres","196","units ","0","v20681974","1.1.6","925","","","","0"
"1995","Canada","2016A000011124","Total companies","Revenue passengers, passengers","Number","223","thousands","3","v20681975","1.1.7","3879","","","","0"
"1995","Canada","2016A000011124","Total companies","Revenue passengers, passenger-kilometres","Number","223","thousands","3","v20681976","1.1.8","1415345","","","","0"
"1995","Canada","2016A000011124","Total companies","Revenue passengers, average passenger journey per ticket","Kilometres","196","units ","0","v20681977","1.1.9","365","","","","0"
"1995","Canada","2016A000011124","Total companies","Transportation services, averages, cars per freight train","Number","223","units ","0","v20681965","1.1.10","62.9","","","","1"
"1995","Canada","2016A000011124","Total companies","Transportation services, averages, cars per passenger train","Number","223","units ","0","v20681966","1.1.11","5.7","","","","1"
"1995","Canada","2016A000011124","Total companies","Transportation services, averages, freight carload","Tonnes","287","units ","0","v20681967","1.1.12","63.2","","","","1"
"1995","Canada","2016A000011124","Total companies","Transportation services, averages, empty freight car-kilometres","Percent","239","units ","0","v20681968","1.1.13","39.5","","","","1"
"1995","Canada","2016A000011124","Total companies","Transportation services, averages, freight train speed","Kilometres per hour","197","units ","0","v20681969","1.1.14","36.7","","","","1"
"1995","Canada","2016A000011124","Canadian National","Revenue freight, tonnes","Number","223","thousands","3","v20681978","1.2.1","113554","","","","0"
"1995","Canada","2016A000011124","Canadian National","Revenue freight, tonne-kilometres","Number","223","thousands","3","v20681984","1.2.2","140270298","","","","0"
"1995","Canada","2016A000011124","Canadian National","Revenue freight, average haul on each railway","Kilometres","196","units ","0","v20681985","1.2.3","1235","","","","0"
"1995","Canada","2016A000011124","Canadian National","Revenue and non-revenue freight, tonnes","Number","223","thousands","3","v20681986","1.2.4","113986","","","","0"
"1995","Canada","2016A000011124","Canadian National","Revenue and non-revenue freight, tonne-kilometres","Number","223","thousands","3","v20681987","1.2.5","140409450","","","","0"
"1995","Canada","2016A000011124","Canadian National","Revenue and non-revenue freight, average haul on each railway","Kilometres","196","units ","0","v20681988","1.2.6","1232","","","","0"
"1995","Canada","2016A000011124","Canadian National","Revenue passengers, passengers","Number","223","thousands","3","v20681989","1.2.7","0","","","","0"
"1995","Canada","2016A000011124","Canadian National","Revenue passengers, passenger-kilometres","Number","223","thousands","3","v20681990","1.2.8","0","","","","0"
"1995","Canada","2016A000011124","Canadian National","Revenue passengers, average passenger journey per ticket","Kilometres","196","units ","0","v20681991","1.2.9","0","","","","0"
"1995","Canada","2016A000011124","Canadian National","Transportation services, averages, cars per freight train","Number","223","units ","0","v20681979","1.2.10","63.4","","","","1"
"1995","Canada","2016A000011124","Canadian National","Transportation services, averages, cars per passenger train","Number","223","units ","0","v20681980","1.2.11","0.0","","","","1"
"1995","Canada","2016A000011124","Canadian National","Transportation services, averages, freight carload","Tonnes","287","units ","0","v20681981","1.2.12","55.1","","","","1"
"1995","Canada","2016A000011124","Canadian National","Transportation services, averages, empty freight car-kilometres","Percent","239","units ","0","v20681982","1.2.13","37.1","","","","1"
"1995","Canada","2016A000011124","Canadian National","Transportation services, averages, freight train speed","Kilometres per hour","197","units ","0","v20681983","1.2.14","37.1","","","","1"
"1995","Canada","2016A000011124","Canadian Pacific","Revenue freight, tonnes","Number","223","thousands","3","v20681992","1.3.1","94427","","","","0"
"1995","Canada","2016A000011124","Canadian Pacific","Revenue freight, tonne-kilometres","Number","223","thousands","3","v20681998","1.3.2","113879737","","","","0"
"1995","Canada","2016A000011124","Canadian Pacific","Revenue freight, average haul on each railway","Kilometres","196","units ","0","v20681999","1.3.3","1206","","","","0"
"1995","Canada","2016A000011124","Canadian Pacific","Revenue and non-revenue freight, tonnes","Number","223","thousands","3","v20682000","1.3.4","96854","","","","0"
"1995","Canada","2016A000011124","Canadian Pacific","Revenue and non-revenue freight, tonne-kilometres","Number","223","thousands","3","v20682001","1.3.5","115397029","","","","0"
"1995","Canada","2016A000011124","Canadian Pacific","Revenue and non-revenue freight, average haul on each railway","Kilometres","196","units ","0","v20682002","1.3.6","1191","","","","0"
"1995","Canada","2016A000011124","Canadian Pacific","Revenue passengers, passengers","Number","223","thousands","3","v20682003","1.3.7","0","","","","0"
"1995","Canada","2016A000011124","Canadian Pacific","Revenue passengers, passenger-kilometres","Number","223","thousands","3","v20682004","1.3.8","0","","","","0"
"1995","Canada","2016A000011124","Canadian Pacific","Revenue passengers, average passenger journey per ticket","Kilometres","196","units ","0","v20682005","1.3.9","0","","","","0"
"1995","Canada","2016A000011124","Canadian Pacific","Transportation services, averages, cars per freight train","Number","223","units ","0","v20681993","1.3.10","60.9","","","","1"
"1995","Canada","2016A000011124","Canadian Pacific","Transportation services, averages, cars per passenger train","Number","223","units ","0","v20681994","1.3.11","0.0","","","","1"
"1995","Canada","2016A000011124","Canadian Pacific","Transportation services, averages, freight carload","Tonnes","287","units ","0","v20681995","1.3.12","71.3","","","","1"
